,id,year,week,team,pts_for,opponent,pts_against,wins,cum_season_wins
2352,20150721,2015,7,Strand,115.5,Ost,96.84,1.0,6.0
2364,20150821,2015,8,Strand,105.04,Winks,88.6,1.0,7.0
2376,20150921,2015,9,Strand,91.66,Sarge,135.48,0.0,7.0
2388,20151021,2015,10,Strand,88.76,Faber,67.38,1.0,8.0
2400,20151121,2015,11,Strand,61.18,Rades,75.42,0.0,8.0
2410,20151211,2015,12,Strand,83.9,Benny,73.52,1.0,9.0
2421,20151302,2015,13,Strand,60.58,Lude,121.06,0.0,9.0
202,20151421,2015,14,Strand,94.34,Winks,113.08,0.0,9.0
210,20151521,2015,15,Strand,108.68,Faber,111.04,0.0,9.0
490,20160152,2016,1,Strand,70.4,Gresh,99.18,0.0,0.0
494,20160212,2016,2,Strand,82.86,Benny,81.66,1.0,1.0
792,20160352,2016,3,Strand,113.1,Winks,93.34,1.0,2.0
798,20160422,2016,4,Strand,80.08,Ceej,73.5,1.0,3.0
1024,20160552,2016,5,Strand,109.18,Sarge,124.44,0.0,3.0
1032,20160632,2016,6,Strand,75.5,Frank,82.42,0.0,3.0
1048,20160752,2016,7,Strand,107.02,Faber,66.64,1.0,4.0
1058,20160842,2016,8,Strand,93.92,Ost,110.38,0.0,4.0
1204,20160952,2016,9,Strand,106.06,Schingen,84.88,1.0,5.0
1216,20161052,2016,10,Strand,100.48,Rades,71.94,1.0,6.0
1218,20161102,2016,11,Strand,100.5,Lude,71.48,1.0,7.0
1240,20161252,2016,12,Strand,95.36,Gresh,75.56,1.0,8.0
1244,20161312,2016,13,Strand,109.88,Benny,95.3,1.0,9.0
1504,20161432,2016,14,Strand,99.56,Gresh,104.7,0.0,9.0
1516,20161552,2016,15,Strand,65.8,Sarge,58.12,1.0,10.0
2252,20170122,2017,1,Strand,104.08,Ceej,73.94,1.0,1.0
2264,20170242,2017,2,Strand,96.86,Ost,73.98,1.0,2.0
228,20170352,2017,3,Strand,94.56,Schingen,120.1,0.0,2.0
230,20170402,2017,4,Strand,88.86,Lude,58.6,1.0,3.0
248,20170532,2017,5,Strand,72.36,Frank,95.76,0.0,3.0
1525,20170612,2017,6,Strand,62.54,Benny,75.42,0.0,3.0
62,20170742,2017,7,Strand,94.6,Winks,74.02,1.0,4.0
1539,20170832,2017,8,Strand,60.4,Rades,88.26,0.0,4.0
1555,20170952,2017,9,Strand,69.18,Sarge,100.36,0.0,4.0
107,20171052,2017,10,Strand,96.98,Faber,66.74,1.0,5.0
117,20171142,2017,11,Strand,122.7,Gresh,93.2,1.0,6.0
125,20171222,2017,12,Strand,96.14,Ceej,108.26,0.0,6.0
1567,20171342,2017,13,Strand,90.9,Ost,83.8,1.0,7.0
1571,20171402,2017,14,Strand,60.04,Lude,95.94,0.0,7.0
2450,20171542,2017,15,Strand,98.9,Rades,95.58,1.0,8.0
265,20180142,2018,1,Strand,132.26,Rades,107.44,1.0,1.0
273,20180222,2018,2,Strand,115.18,Ceej,69.04,1.0,2.0
281,20180302,2018,3,Strand,81.42,Lude,67.02,1.0,3.0
2478,20180452,2018,4,Strand,91.96,Schingen,114.88,0.0,3.0
2484,20180522,2018,5,Strand,70.8,Frank,81.46,0.0,3.0
895,20180652,2018,6,Strand,105.76,Winks,149.2,0.0,3.0
2501,20180752,2018,7,Strand,128.44,Faber,96.66,1.0,4.0
2511,20180842,2018,8,Strand,80.16,Ost,100.5,0.0,4.0
2523,20180942,2018,9,Strand,87.1,Gresh,126.4,0.0,4.0
2529,20181012,2018,10,Strand,152.52,Benny,128.4,1.0,5.0
542,20181142,2018,11,Strand,170.28,Sarge,90.7,1.0,6.0
554,20181242,2018,12,Strand,88.22,Rades,101.44,0.0,6.0
562,20181322,2018,13,Strand,100.24,Ceej,90.82,1.0,7.0
2553,20181432,2018,14,Strand,106.28,Winks,88.44,1.0,8.0
2565,20181552,2018,15,Strand,69.0,Gresh,85.42,0.0,8.0
2571,20181622,2018,16,Strand,111.48,Rades,93.88,1.0,9.0
2578,20190121,2019,1,Strand,80.6,Schingen,59.92,1.0,1.0
2590,20190221,2019,2,Strand,74.02,Rades,65.9,1.0,2.0
2599,20190302,2019,3,Strand,76.32,Lude,111.0,0.0,2.0
2613,20190412,2019,4,Strand,66.38,Ost,78.0,0.0,2.0
505,20190522,2019,5,Strand,70.1,Benny,98.64,0.0,2.0
2628,20190631,2019,6,Strand,46.32,Ceej,101.42,0.0,2.0
2640,20190731,2019,7,Strand,76.48,Sarge,67.54,1.0,3.0
614,20190831,2019,8,Strand,89.92,Faber,88.96,1.0,4.0
626,20190931,2019,9,Strand,62.76,Winks,71.64,0.0,4.0
638,20191031,2019,10,Strand,70.98,Frank,61.4,1.0,5.0
650,20191131,2019,11,Strand,83.82,Gresh,81.42,1.0,6.0
2652,20191221,2019,12,Strand,77.94,Schingen,46.38,1.0,7.0
806,20191321,2019,13,Strand,57.36,Rades,62.58,0.0,7.0
2664,20191411,2019,14,Strand,143.54,Ceej,94.06,1.0,8.0
2676,20191531,2019,15,Strand,85.88,Sarge,98.0,0.0,8.0
2684,20191611,2019,16,Strand,71.36,Faber,73.66,0.0,8.0
911,20050102,2005,1,Winks,100.94,Lude,71.2,1.0,1.0
924,20050211,2005,2,Winks,75.88,Ceej,117.68,0.0,1.0
936,20050311,2005,3,Winks,76.48,Strand,92.8,0.0,1.0
3,20050411,2005,4,Winks,103.22,Ost,57.76,1.0,2.0
15,20050511,2005,5,Winks,75.7,Frank,72.36,1.0,3.0
27,20050611,2005,6,Winks,81.52,Sarge,60.3,1.0,4.0
39,20050711,2005,7,Winks,76.7,Schingen,83.04,0.0,4.0
65,20050811,2005,8,Winks,83.86,Faber,99.22,0.0,4.0
78,20050911,2005,9,Winks,62.36,Gresh,55.46,1.0,5.0
90,20051011,2005,10,Winks,106.28,Benny,122.58,0.0,5.0
136,20051111,2005,11,Winks,84.18,Rades,113.26,0.0,5.0
147,20051202,2005,12,Winks,117.14,Lude,77.42,1.0,6.0
160,20051311,2005,13,Winks,87.78,Ceej,50.96,1.0,7.0
288,20060121,2006,1,Winks,77.98,Faber,61.48,1.0,1.0
987,20060221,2006,2,Winks,91.44,Gresh,78.92,1.0,2.0
996,20060302,2006,3,Winks,100.8,Lude,104.18,0.0,2.0
300,20060412,2006,4,Winks,69.92,Sarge,75.96,0.0,2.0
321,20060522,2006,5,Winks,75.04,Ost,82.8,0.0,2.0
334,20060631,2006,6,Winks,103.0,Schingen,106.56,0.0,2.0
346,20060731,2006,7,Winks,94.96,Ceej,96.78,0.0,2.0
359,20060831,2006,8,Winks,69.36,Benny,129.64,0.0,2.0
371,20060931,2006,9,Winks,104.86,Rades,92.14,1.0,3.0
383,20061031,2006,10,Winks,48.64,Strand,128.2,0.0,3.0
395,20061131,2006,11,Winks,66.26,Frank,109.46,0.0,3.0
406,20061221,2006,12,Winks,122.66,Faber,78.44,1.0,4.0
418,20061321,2006,13,Winks,82.4,Gresh,73.04,1.0,5.0
519,20070131,2007,1,Winks,105.6,Benny,57.78,1.0,1.0
572,20070231,2007,2,Winks,102.44,Rades,69.96,1.0,2.0
582,20070321,2007,3,Winks,73.56,Schingen,91.14,0.0,2.0
591,20070402,2007,4,Winks,97.76,Lude,61.82,1.0,3.0
1183,20070512,2007,5,Winks,80.76,Ost,69.58,1.0,4.0
603,20070622,2007,6,Winks,126.66,Faber,56.34,1.0,5.0
665,20070732,2007,7,Winks,106.08,Sarge,116.46,0.0,5.0
675,20070841,2007,8,Winks,80.02,Frank,72.7,1.0,6.0
687,20070941,2007,9,Winks,107.68,Ceej,90.8,1.0,7.0
699,20071041,2007,10,Winks,81.88,Gresh,64.02,1.0,8.0
711,20071141,2007,11,Winks,114.02,Strand,74.66,1.0,9.0
729,20071231,2007,12,Winks,127.8,Benny,97.8,1.0,10.0
741,20071331,2007,13,Winks,85.96,Rades,99.66,0.0,10.0
755,20071521,2007,15,Winks,59.96,Gresh,96.86,0.0,10.0
758,20071602,2007,16,Winks,103.38,Sarge,68.8,1.0,11.0
189,20080111,2008,1,Winks,94.3,Rades,89.44,1.0,1.0
200,20080202,2008,2,Winks,95.66,Lude,60.26,1.0,2.0
1269,20080312,2008,3,Winks,114.34,Strand,97.0,1.0,3.0
1282,20080421,2008,4,Winks,84.62,Schingen,70.1,1.0,4.0
824,20080521,2008,5,Winks,85.9,Sarge,78.54,1.0,5.0
836,20080621,2008,6,Winks,104.0,Ost,85.46,1.0,6.0
848,20080721,2008,7,Winks,66.74,Faber,123.54,0.0,6.0
860,20080821,2008,8,Winks,84.76,Benny,53.56,1.0,7.0
872,20080921,2008,9,Winks,104.72,Frank,93.0,1.0,8.0
884,20081021,2008,10,Winks,132.58,Ceej,58.3,1.0,9.0
909,20081121,2008,11,Winks,69.74,Gresh,70.78,0.0,9.0
954,20081211,2008,12,Winks,111.42,Rades,100.2,1.0,10.0
965,20081302,2008,13,Winks,99.04,Lude,58.76,1.0,11.0
979,20081501,2008,15,Winks,74.28,Gresh,73.02,1.0,12.0
1008,20081601,2008,16,Winks,108.74,Rades,79.2,1.0,13.0
1063,20090131,2009,1,Winks,93.66,Ost,92.42,1.0,1.0
1075,20090231,2009,2,Winks,104.9,Benny,74.44,1.0,2.0
1085,20090321,2009,3,Winks,87.24,Gresh,73.28,1.0,3.0
1347,20090402,2009,4,Winks,98.24,Lude,60.3,1.0,4.0
1361,20090512,2009,5,Winks,88.02,Ceej,80.06,1.0,5.0
1375,20090622,2009,6,Winks,100.36,Rades,97.28,1.0,6.0
1088,20090732,2009,7,Winks,126.54,Faber,118.04,1.0,7.0
1101,20090841,2009,8,Winks,94.1,Schingen,63.6,1.0,8.0
1113,20090941,2009,9,Winks,84.62,Frank,79.9,1.0,9.0
1125,20091041,2009,10,Winks,71.76,Sarge,152.2,0.0,9.0
1137,20091141,2009,11,Winks,120.92,Strand,86.64,1.0,10.0
1147,20091231,2009,12,Winks,118.08,Ost,105.6,1.0,11.0
1159,20091331,2009,13,Winks,100.5,Benny,115.26,0.0,11.0
1189,20091521,2009,15,Winks,73.56,Gresh,88.1,0.0,11.0
1193,20091611,2009,16,Winks,100.68,Sarge,124.82,0.0,11.0
1291,20100121,2010,1,Winks,120.58,Ost,128.82,0.0,0.0
1302,20100221,2010,2,Winks,108.78,Gresh,93.7,1.0,1.0
1311,20100302,2010,3,Winks,72.44,Faber,112.64,0.0,1.0
1407,20100412,2010,4,Winks,71.18,Lude,148.34,0.0,1.0
1421,20100522,2010,5,Winks,89.5,Ceej,107.44,0.0,1.0
1324,20100631,2010,6,Winks,82.0,Strand,77.06,1.0,2.0
1336,20100731,2010,7,Winks,87.06,Benny,100.24,0.0,2.0
1424,20100831,2010,8,Winks,99.14,Rades,84.72,1.0,3.0
1436,20100931,2010,9,Winks,93.42,Sarge,95.8,0.0,3.0
440,20101031,2010,10,Winks,117.88,Frank,60.08,1.0,4.0
452,20101131,2010,11,Winks,83.44,Schingen,97.66,0.0,4.0
1450,20101221,2010,12,Winks,155.48,Ost,89.1,1.0,5.0
1462,20101321,2010,13,Winks,87.36,Gresh,86.42,1.0,6.0
1482,20101521,2010,15,Winks,88.56,Frank,72.52,1.0,7.0
1491,20101602,2010,16,Winks,83.6,Faber,65.42,1.0,8.0
1577,20110121,2011,1,Winks,126.68,Faber,89.5,1.0,1.0
1589,20110221,2011,2,Winks,120.62,Benny,74.08,1.0,2.0
1502,20110302,2011,3,Winks,68.48,Lude,117.0,0.0,2.0
1606,20110412,2011,4,Winks,109.74,Gresh,119.22,0.0,2.0
1620,20110522,2011,5,Winks,92.94,Strand,94.08,0.0,2.0
1633,20110631,2011,6,Winks,70.26,Frank,79.88,0.0,2.0
1645,20110731,2011,7,Winks,87.04,Ost,87.84,0.0,2.0
1657,20110831,2011,8,Winks,88.62,Sarge,124.3,0.0,2.0
1669,20110931,2011,9,Winks,68.78,Rades,88.44,0.0,2.0
1681,20111031,2011,10,Winks,54.76,Ceej,94.9,0.0,2.0
1692,20111131,2011,11,Winks,80.46,Schingen,78.46,1.0,3.0
1702,20111221,2011,12,Winks,79.44,Faber,118.42,0.0,3.0
1714,20111321,2011,13,Winks,124.66,Benny,60.68,1.0,4.0
1724,20111411,2011,14,Winks,91.78,Frank,107.2,0.0,4.0
1733,20111512,2011,15,Winks,95.7,Gresh,51.64,1.0,5.0
470,20120151,2012,1,Winks,98.76,Gresh,122.48,0.0,0.0
482,20120251,2012,2,Winks,99.3,Faber,110.3,0.0,0.0
1770,20120341,2012,3,Winks,69.3,Rades,98.12,0.0,0.0
1758,20120441,2012,4,Winks,87.24,Benny,99.02,0.0,0.0
1777,20120531,2012,5,Winks,111.1,Schingen,112.56,0.0,0.0
1784,20120602,2012,6,Winks,64.1,Lude,98.4,0.0,0.0
1797,20120712,2012,7,Winks,118.58,Strand,79.58,1.0,1.0
1811,20120822,2012,8,Winks,87.12,Sarge,85.56,1.0,2.0
1825,20120932,2012,9,Winks,102.86,Ost,147.1,0.0,2.0
1839,20121042,2012,10,Winks,84.62,Ceej,118.74,0.0,2.0
1853,20121152,2012,11,Winks,126.36,Frank,104.32,1.0,3.0
1864,20121251,2012,12,Winks,81.28,Gresh,79.4,1.0,4.0
1876,20121351,2012,13,Winks,91.44,Faber,96.22,0.0,4.0
1883,20121422,2012,14,Winks,59.16,Ceej,80.38,0.0,4.0
1895,20121542,2012,15,Winks,100.28,Frank,75.84,1.0,5.0
532,20130131,2013,1,Winks,116.98,Rades,143.48,0.0,0.0
1913,20130231,2013,2,Winks,104.02,Faber,107.16,0.0,0.0
1923,20130321,2013,3,Winks,74.9,Frank,39.26,1.0,1.0
1932,20130402,2013,4,Winks,90.08,Lude,89.32,1.0,2.0
1946,20130512,2013,5,Winks,103.38,Sarge,120.0,0.0,2.0
1960,20130622,2013,6,Winks,143.02,Gresh,69.74,1.0,3.0
1974,20130732,2013,7,Winks,93.08,Ost,73.72,1.0,4.0
1987,20130841,2013,8,Winks,62.22,Strand,102.86,0.0,4.0
1999,20130941,2013,9,Winks,96.36,Ceej,112.28,0.0,4.0
2011,20131041,2013,10,Winks,91.26,Schingen,88.92,1.0,5.0
2023,20131141,2013,11,Winks,83.38,Benny,118.76,0.0,5.0
2033,20131231,2013,12,Winks,104.28,Rades,61.16,1.0,6.0
2045,20131331,2013,13,Winks,91.2,Faber,76.88,1.0,7.0
2052,20131402,2013,14,Winks,126.24,Gresh,106.62,1.0,8.0
2060,20131502,2013,15,Winks,177.8,Lude,90.52,1.0,9.0
2075,20131621,2013,16,Winks,72.28,Benny,53.88,1.0,10.0
2094,20140132,2014,1,Winks,87.44,Rades,105.32,0.0,0.0
2108,20140242,2014,2,Winks,98.44,Ceej,73.98,1.0,1.0
2120,20140342,2014,3,Winks,84.28,Benny,64.5,1.0,2.0
2133,20140452,2014,4,Winks,87.28,Frank,78.58,1.0,3.0
2144,20140551,2014,5,Winks,123.26,Schingen,72.58,1.0,4.0
2156,20140651,2014,6,Winks,96.04,Sarge,76.14,1.0,5.0
2166,20140741,2014,7,Winks,85.66,Faber,84.72,1.0,6.0
2171,20140802,2014,8,Winks,97.06,Lude,85.76,1.0,7.0
2185,20140912,2014,9,Winks,110.76,Ost,69.06,1.0,8.0
2199,20141022,2014,10,Winks,139.74,Strand,120.9,1.0,9.0
2213,20141132,2014,11,Winks,70.5,Gresh,97.68,0.0,9.0
762,20141232,2014,12,Winks,79.7,Rades,109.82,0.0,9.0
776,20141342,2014,13,Winks,99.86,Ceej,75.56,1.0,10.0
2241,20141542,2014,15,Winks,101.4,Ceej,105.22,0.0,10.0
2248,20141621,2014,16,Winks,111.92,Schingen,50.96,1.0,11.0
2285,20150151,2015,1,Winks,73.44,Schingen,79.92,0.0,0.0
2297,20150251,2015,2,Winks,98.34,Sarge,104.5,0.0,0.0
2307,20150341,2015,3,Winks,109.3,Faber,76.64,1.0,1.0
2319,20150441,2015,4,Winks,95.28,Rades,53.82,1.0,2.0
2330,20150531,2015,5,Winks,93.72,Benny,115.14,0.0,2.0
2337,20150602,2015,6,Winks,113.14,Lude,88.42,1.0,3.0
2351,20150712,2015,7,Winks,81.5,Frank,51.06,1.0,4.0
2365,20150822,2015,8,Winks,88.6,Strand,105.04,0.0,4.0
2379,20150932,2015,9,Winks,82.24,Ceej,103.16,0.0,4.0
2393,20151042,2015,10,Winks,106.1,Gresh,62.58,1.0,5.0
2407,20151152,2015,11,Winks,111.2,Ost,81.5,1.0,6.0
2418,20151251,2015,12,Winks,113.3,Schingen,103.94,1.0,7.0
2430,20151351,2015,13,Winks,118.76,Sarge,103.1,1.0,8.0
203,20151422,2015,14,Winks,113.08,Strand,94.34,1.0,9.0
214,20151541,2015,15,Winks,105.76,Benny,152.3,0.0,9.0
219,20151602,2015,16,Winks,91.76,Lude,59.6,1.0,10.0
488,20160142,2016,1,Winks,115.92,Rades,99.56,1.0,1.0
780,20160252,2016,2,Winks,74.52,Gresh,108.42,0.0,1.0
791,20160351,2016,3,Winks,93.34,Strand,113.1,0.0,1.0
803,20160451,2016,4,Winks,69.28,Sarge,73.72,0.0,1.0
1021,20160541,2016,5,Winks,79.7,Faber,118.8,0.0,1.0
1033,20160641,2016,6,Winks,80.2,Schingen,77.3,1.0,2.0
1038,20160702,2016,7,Winks,78.58,Lude,109.52,0.0,2.0
1052,20160812,2016,8,Winks,112.3,Benny,88.58,1.0,3.0
1198,20160922,2016,9,Winks,102.32,Ceej,93.2,1.0,4.0
1212,20161032,2016,10,Winks,74.72,Frank,120.9,0.0,4.0
1226,20161142,2016,11,Winks,92.0,Ost,96.64,0.0,4.0
1238,20161242,2016,12,Winks,149.4,Rades,67.32,1.0,5.0
1252,20161352,2016,13,Winks,87.04,Gresh,72.6,1.0,6.0
1508,20161512,2016,15,Winks,102.86,Benny,58.74,1.0,7.0
1523,20161631,2016,16,Winks,85.46,Schingen,119.8,0.0,7.0
2080,20170102,2017,1,Winks,72.6,Lude,57.22,1.0,1.0
2086,20170232,2017,2,Winks,83.06,Frank,90.9,0.0,1.0
2270,20170312,2017,3,Winks,93.6,Benny,112.62,0.0,1.0
239,20170451,2017,4,Winks,101.3,Faber,108.74,0.0,1.0
252,20170552,2017,5,Winks,107.64,Rades,111.16,0.0,1.0
51,20170651,2017,6,Winks,91.3,Sarge,102.44,0.0,1.0
61,20170741,2017,7,Winks,74.02,Strand,94.6,0.0,1.0
1541,20170842,2017,8,Winks,92.32,Gresh,64.56,1.0,2.0
1549,20170922,2017,9,Winks,76.1,Ceej,88.44,0.0,2.0
103,20171032,2017,10,Winks,65.04,Ost,95.8,0.0,2.0
118,20171151,2017,11,Winks,76.08,Schingen,88.92,0.0,2.0
121,20171202,2017,12,Winks,78.76,Lude,132.72,0.0,2.0
1565,20171332,2017,13,Winks,73.98,Frank,114.38,0.0,2.0
2439,20171431,2017,14,Winks,91.84,Sarge,98.98,0.0,2.0
2451,20171551,2017,15,Winks,103.74,Faber,82.44,1.0,3.0
266,20180151,2018,1,Winks,114.46,Faber,66.84,1.0,1.0
277,20180242,2018,2,Winks,85.22,Gresh,125.54,0.0,1.0
283,20180312,2018,3,Winks,125.04,Benny,80.9,1.0,2.0
2474,20180432,2018,4,Winks,86.88,Ost,125.0,0.0,2.0
2489,20180551,2018,5,Winks,137.72,Sarge,119.1,1.0,3.0
894,20180651,2018,6,Winks,149.2,Strand,105.76,1.0,4.0
2495,20180722,2018,7,Winks,81.3,Frank,92.14,0.0,4.0
2503,20180802,2018,8,Winks,66.1,Lude,71.56,0.0,4.0
2519,20180922,2018,9,Winks,94.44,Ceej,94.76,0.0,4.0
2536,20181051,2018,10,Winks,114.2,Schingen,113.32,1.0,5.0
540,20181132,2018,11,Winks,124.92,Rades,93.88,1.0,6.0
555,20181251,2018,12,Winks,123.94,Faber,105.8,1.0,7.0
2543,20181342,2018,13,Winks,72.68,Gresh,126.3,0.0,7.0
2552,20181431,2018,14,Winks,88.44,Strand,106.28,0.0,7.0
2561,20181532,2018,15,Winks,87.52,Frank,103.02,0.0,7.0
2584,20190151,2019,1,Winks,64.72,Ceej,87.5,0.0,0.0
2596,20190251,2019,2,Winks,91.86,Frank,118.04,0.0,0.0
2606,20190341,2019,3,Winks,78.4,Gresh,113.72,0.0,0.0
2618,20190441,2019,4,Winks,104.08,Schingen,74.7,1.0,1.0
506,20190531,2019,5,Winks,122.62,Rades,97.8,1.0,2.0
2623,20190602,2019,6,Winks,79.82,Lude,68.5,1.0,3.0
2637,20190712,2019,7,Winks,113.06,Ost,88.46,1.0,4.0
613,20190822,2019,8,Winks,115.4,Benny,94.18,1.0,5.0
627,20190932,2019,9,Winks,71.64,Strand,62.76,1.0,6.0
641,20191042,2019,10,Winks,74.22,Sarge,101.34,0.0,6.0
655,20191152,2019,11,Winks,87.44,Faber,87.76,0.0,6.0
2658,20191251,2019,12,Winks,56.46,Ceej,64.98,0.0,6.0
812,20191351,2019,13,Winks,82.72,Frank,105.9,0.0,6.0
2666,20191421,2019,14,Winks,70.3,Gresh,67.98,1.0,7.0
2679,20191542,2019,15,Winks,107.92,Faber,103.92,1.0,8.0
2687,20191622,2019,16,Winks,102.34,Sarge,80.64,1.0,9.0
