,id,year,week,team,pts_for,opponent,pts_against,wins,cum_season_wins
1084,20090312,2009,3,Rades,99.6,Ceej,109.36,0.0,0.0
1350,20090421,2009,4,Rades,61.86,Schingen,53.8,1.0,1.0
1362,20090521,2009,5,Rades,79.04,Faber,75.9,1.0,2.0
1374,20090621,2009,6,Rades,97.28,Winks,100.36,0.0,2.0
1386,20090721,2009,7,Rades,118.26,Frank,61.22,1.0,3.0
1097,20090821,2009,8,Rades,103.82,Sarge,60.76,1.0,4.0
1109,20090921,2009,9,Rades,81.24,Strand,66.0,1.0,5.0
1121,20091021,2009,10,Rades,108.62,Ost,81.16,1.0,6.0
1133,20091121,2009,11,Rades,97.7,Benny,70.58,1.0,7.0
1143,20091211,2009,12,Rades,105.76,Gresh,90.88,1.0,8.0
1154,20091302,2009,13,Rades,86.88,Lude,97.38,0.0,8.0
1168,20091412,2009,14,Rades,99.1,Ceej,115.6,0.0,8.0
1186,20091502,2009,15,Rades,63.58,Lude,95.48,0.0,8.0
1294,20100141,2010,1,Rades,72.08,Frank,88.02,0.0,0.0
1306,20100241,2010,2,Rades,84.96,Schingen,111.38,0.0,0.0
1398,20100331,2010,3,Rades,84.86,Ost,142.36,0.0,0.0
1410,20100431,2010,4,Rades,90.0,Gresh,80.54,1.0,1.0
1417,20100502,2010,5,Rades,96.04,Faber,78.78,1.0,2.0
1321,20100612,2010,6,Rades,124.0,Lude,63.66,1.0,3.0
1335,20100722,2010,7,Rades,85.86,Ceej,111.6,0.0,3.0
1425,20100832,2010,8,Rades,84.72,Winks,99.14,0.0,3.0
1439,20100942,2010,9,Rades,65.9,Benny,80.22,0.0,3.0
444,20101051,2010,10,Rades,76.28,Strand,93.94,0.0,3.0
456,20101151,2010,11,Rades,64.64,Sarge,108.98,0.0,3.0
1454,20101241,2010,12,Rades,56.74,Frank,99.44,0.0,3.0
1466,20101341,2010,13,Rades,73.34,Schingen,77.98,0.0,3.0
1474,20101421,2010,14,Rades,52.84,Schingen,104.42,0.0,3.0
1486,20101541,2010,15,Rades,97.94,Gresh,72.0,1.0,4.0
1583,20110151,2011,1,Rades,101.06,Frank,92.06,1.0,1.0
1499,20110251,2011,2,Rades,112.76,Ceej,96.02,1.0,2.0
1599,20110341,2011,3,Rades,84.1,Schingen,90.06,0.0,2.0
1611,20110441,2011,4,Rades,87.58,Faber,76.58,1.0,3.0
1621,20110531,2011,5,Rades,85.48,Benny,69.6,1.0,4.0
1628,20110602,2011,6,Rades,95.92,Lude,101.82,0.0,4.0
1642,20110712,2011,7,Rades,79.76,Gresh,99.88,0.0,4.0
1656,20110822,2011,8,Rades,91.06,Strand,113.42,0.0,4.0
1670,20110932,2011,9,Rades,88.44,Winks,68.78,1.0,5.0
1683,20111042,2011,10,Rades,69.8,Ost,99.98,0.0,5.0
1697,20111152,2011,11,Rades,75.36,Sarge,109.2,0.0,5.0
1708,20111251,2011,12,Rades,83.66,Frank,64.24,1.0,6.0
1720,20111351,2011,13,Rades,126.78,Ceej,108.66,1.0,7.0
1738,20111541,2011,15,Rades,86.38,Benny,82.8,1.0,8.0
1747,20111622,2011,16,Rades,94.14,Sarge,86.14,1.0,9.0
467,20120132,2012,1,Rades,81.82,Ceej,118.66,0.0,0.0
481,20120242,2012,2,Rades,73.56,Frank,66.16,1.0,1.0
1771,20120342,2012,3,Rades,98.12,Winks,69.3,1.0,2.0
1761,20120452,2012,4,Rades,94.96,Faber,62.14,1.0,3.0
1781,20120551,2012,5,Rades,99.6,Gresh,93.1,1.0,4.0
1792,20120651,2012,6,Rades,153.92,Benny,113.46,1.0,5.0
1802,20120741,2012,7,Rades,84.98,Schingen,69.58,1.0,6.0
1807,20120802,2012,8,Rades,84.64,Lude,76.06,1.0,7.0
1821,20120912,2012,9,Rades,100.52,Strand,68.7,1.0,8.0
1835,20121022,2012,10,Rades,106.58,Sarge,114.04,0.0,8.0
1849,20121132,2012,11,Rades,80.24,Ost,95.4,0.0,8.0
1861,20121232,2012,12,Rades,100.86,Ceej,103.92,0.0,8.0
1875,20121342,2012,13,Rades,80.84,Frank,70.0,1.0,9.0
1879,20121402,2012,14,Rades,83.42,Lude,137.24,0.0,9.0
1893,20121532,2012,15,Rades,108.34,Ost,108.14,1.0,10.0
533,20130132,2013,1,Rades,143.48,Winks,116.98,1.0,1.0
1916,20130242,2013,2,Rades,64.68,Ceej,87.12,0.0,1.0
1928,20130342,2013,3,Rades,75.0,Schingen,84.52,0.0,1.0
1942,20130452,2013,4,Rades,106.48,Benny,92.18,1.0,2.0
1953,20130551,2013,5,Rades,60.32,Strand,87.16,0.0,2.0
1965,20130651,2013,6,Rades,106.38,Faber,82.74,1.0,3.0
1975,20130741,2013,7,Rades,82.02,Frank,90.7,0.0,3.0
1980,20130802,2013,8,Rades,94.46,Lude,79.14,1.0,4.0
1994,20130912,2013,9,Rades,92.42,Sarge,115.68,0.0,4.0
2008,20131022,2013,10,Rades,80.04,Gresh,91.38,0.0,4.0
2022,20131132,2013,11,Rades,70.5,Ost,83.74,0.0,4.0
2034,20131232,2013,12,Rades,61.16,Winks,104.28,0.0,4.0
2048,20131342,2013,13,Rades,108.4,Ceej,68.1,1.0,5.0
2054,20131412,2013,14,Rades,73.4,Ost,80.82,0.0,5.0
2068,20131542,2013,15,Rades,95.72,Ceej,87.52,1.0,6.0
2093,20140131,2014,1,Rades,105.32,Winks,87.44,1.0,1.0
2105,20140231,2014,2,Rades,111.54,Sarge,88.58,1.0,2.0
2115,20140321,2014,3,Rades,93.94,Faber,93.82,1.0,3.0
2124,20140402,2014,4,Rades,99.42,Lude,105.42,0.0,3.0
2137,20140512,2014,5,Rades,80.04,Ost,71.14,1.0,4.0
2151,20140622,2014,6,Rades,78.84,Strand,133.86,0.0,4.0
2165,20140732,2014,7,Rades,76.82,Gresh,106.8,0.0,4.0
2178,20140841,2014,8,Rades,99.14,Schingen,122.9,0.0,4.0
2190,20140941,2014,9,Rades,117.72,Ceej,120.32,0.0,4.0
2202,20141041,2014,10,Rades,124.16,Benny,100.24,1.0,5.0
2214,20141141,2014,11,Rades,100.72,Frank,71.68,1.0,6.0
761,20141231,2014,12,Rades,109.82,Winks,79.7,1.0,7.0
773,20141331,2014,13,Rades,102.8,Sarge,115.48,0.0,7.0
2229,20141422,2014,14,Rades,85.08,Gresh,107.8,0.0,7.0
2237,20141522,2014,15,Rades,90.14,Strand,51.5,1.0,8.0
2280,20150122,2015,1,Rades,76.24,Ceej,94.76,0.0,0.0
2294,20150232,2015,2,Rades,98.96,Gresh,70.5,1.0,1.0
2306,20150332,2015,3,Rades,121.08,Ost,75.9,1.0,2.0
2320,20150442,2015,4,Rades,53.82,Winks,95.28,0.0,2.0
2333,20150542,2015,5,Rades,87.82,Sarge,104.5,0.0,2.0
2347,20150652,2015,6,Rades,77.3,Faber,132.42,0.0,2.0
2358,20150751,2015,7,Rades,120.48,Schingen,123.3,0.0,2.0
2370,20150851,2015,8,Rades,94.1,Benny,130.62,0.0,2.0
2373,20150902,2015,9,Rades,84.02,Lude,131.06,0.0,2.0
2387,20151012,2015,10,Rades,74.48,Frank,93.28,0.0,2.0
2401,20151122,2015,11,Rades,75.42,Strand,61.18,1.0,3.0
2413,20151222,2015,12,Rades,96.74,Ceej,105.68,0.0,3.0
2427,20151332,2015,13,Rades,61.04,Gresh,72.9,0.0,3.0
2435,20151412,2015,14,Rades,96.18,Frank,93.0,1.0,4.0
217,20151552,2015,15,Rades,95.54,Sarge,102.34,0.0,4.0
221,20151612,2015,16,Rades,93.46,Ceej,66.24,1.0,5.0
487,20160141,2016,1,Rades,99.56,Winks,115.92,0.0,0.0
499,20160241,2016,2,Rades,53.82,Sarge,110.86,0.0,0.0
787,20160331,2016,3,Rades,109.0,Faber,128.78,0.0,0.0
799,20160431,2016,4,Rades,98.12,Schingen,81.22,1.0,1.0
1014,20160502,2016,5,Rades,65.36,Lude,108.38,0.0,1.0
1028,20160612,2016,6,Rades,88.06,Benny,60.0,1.0,2.0
1042,20160722,2016,7,Rades,87.54,Ceej,104.08,0.0,2.0
1056,20160832,2016,8,Rades,81.74,Frank,102.12,0.0,2.0
1202,20160942,2016,9,Rades,54.68,Ost,66.88,0.0,2.0
1215,20161051,2016,10,Rades,71.94,Strand,100.48,0.0,2.0
1227,20161151,2016,11,Rades,101.44,Gresh,72.18,1.0,3.0
1237,20161241,2016,12,Rades,67.32,Winks,149.4,0.0,3.0
1249,20161341,2016,13,Rades,72.76,Sarge,49.86,1.0,4.0
1258,20161422,2016,14,Rades,72.54,Ost,61.5,1.0,5.0
1511,20161531,2016,15,Rades,63.48,Schingen,74.06,0.0,5.0
1520,20161612,2016,16,Rades,98.88,Benny,80.08,1.0,6.0
2255,20170141,2017,1,Rades,69.04,Schingen,98.84,0.0,0.0
2260,20170202,2017,2,Rades,97.42,Lude,69.42,1.0,1.0
2274,20170332,2017,3,Rades,55.68,Frank,61.02,0.0,1.0
232,20170412,2017,4,Rades,66.78,Benny,61.58,1.0,2.0
251,20170551,2017,5,Rades,111.16,Winks,107.64,1.0,3.0
49,20170641,2017,6,Rades,124.26,Faber,98.02,1.0,4.0
59,20170731,2017,7,Rades,62.84,Sarge,102.16,0.0,4.0
1538,20170831,2017,8,Rades,88.26,Strand,60.4,1.0,5.0
1552,20170941,2017,9,Rades,79.68,Gresh,76.02,1.0,6.0
101,20171022,2017,10,Rades,103.16,Ceej,105.6,0.0,6.0
115,20171132,2017,11,Rades,133.64,Ost,91.7,1.0,7.0
128,20171241,2017,12,Rades,78.92,Schingen,78.58,1.0,8.0
1559,20171302,2017,13,Rades,91.26,Lude,77.08,1.0,9.0
2437,20171421,2017,14,Rades,82.26,Schingen,83.74,0.0,9.0
2449,20171541,2017,15,Rades,95.58,Strand,98.9,0.0,9.0
264,20180141,2018,1,Rades,107.44,Strand,132.26,0.0,0.0
275,20180232,2018,2,Rades,95.7,Frank,89.44,1.0,1.0
2461,20180322,2018,3,Rades,90.4,Ceej,109.6,0.0,1.0
2469,20180402,2018,4,Rades,119.18,Lude,112.76,1.0,2.0
2487,20180541,2018,5,Rades,88.66,Schingen,82.54,1.0,3.0
892,20180641,2018,6,Rades,72.6,Faber,68.58,1.0,4.0
2497,20180732,2018,7,Rades,82.62,Ost,72.68,1.0,5.0
2512,20180851,2018,8,Rades,110.1,Gresh,118.22,0.0,5.0
2517,20180912,2018,9,Rades,111.08,Benny,55.04,1.0,6.0
2534,20181041,2018,10,Rades,121.82,Sarge,77.04,1.0,7.0
539,20181131,2018,11,Rades,93.88,Winks,124.92,0.0,7.0
553,20181241,2018,12,Rades,101.44,Strand,88.22,1.0,8.0
564,20181332,2018,13,Rades,113.56,Frank,134.66,0.0,8.0
2549,20181412,2018,14,Rades,121.8,Frank,62.2,1.0,9.0
2562,20181541,2018,15,Rades,73.34,Sarge,120.74,0.0,9.0
2570,20181621,2018,16,Rades,93.88,Strand,111.48,0.0,9.0
2577,20190112,2019,1,Rades,75.54,Benny,104.56,0.0,0.0
2591,20190222,2019,2,Rades,65.9,Strand,74.02,0.0,0.0
2603,20190322,2019,3,Rades,88.96,Sarge,70.46,1.0,1.0
2617,20190432,2019,4,Rades,62.18,Faber,81.7,0.0,1.0
507,20190532,2019,5,Rades,97.8,Winks,122.62,0.0,1.0
2631,20190642,2019,6,Rades,88.14,Frank,61.24,1.0,2.0
2643,20190742,2019,7,Rades,46.06,Gresh,49.32,0.0,2.0
619,20190852,2019,8,Rades,52.12,Schingen,86.1,0.0,2.0
630,20190951,2019,9,Rades,63.6,Ceej,89.48,0.0,2.0
633,20191002,2019,10,Rades,90.88,Lude,64.52,1.0,3.0
647,20191112,2019,11,Rades,90.74,Ost,61.64,1.0,4.0
2651,20191212,2019,12,Rades,46.14,Benny,80.96,0.0,4.0
807,20191322,2019,13,Rades,62.58,Strand,57.36,1.0,5.0
2669,20191432,2019,14,Rades,86.92,Schingen,93.66,0.0,5.0
2671,20191502,2019,15,Rades,127.9,Lude,89.62,1.0,6.0
918,20050141,2005,1,Sarge,92.46,Faber,78.72,1.0,1.0
930,20050241,2005,2,Sarge,78.4,Gresh,124.12,0.0,1.0
940,20050331,2005,3,Sarge,95.66,Benny,75.42,1.0,2.0
7,20050431,2005,4,Sarge,117.44,Rades,77.78,1.0,3.0
14,20050502,2005,5,Sarge,123.54,Lude,96.2,1.0,4.0
28,20050612,2005,6,Sarge,60.3,Winks,81.52,0.0,4.0
42,20050722,2005,7,Sarge,107.36,Strand,101.34,1.0,5.0
70,20050832,2005,8,Sarge,49.34,Ost,62.08,0.0,5.0
85,20050942,2005,9,Sarge,83.64,Frank,87.92,0.0,5.0
132,20051051,2005,10,Sarge,86.72,Ceej,52.66,1.0,6.0
144,20051151,2005,11,Sarge,71.62,Schingen,90.7,0.0,6.0
154,20051241,2005,12,Sarge,95.46,Faber,103.42,0.0,6.0
166,20051341,2005,13,Sarge,103.38,Gresh,88.44,1.0,7.0
170,20051401,2005,14,Sarge,96.18,Faber,134.06,0.0,7.0
176,20051511,2005,15,Sarge,28.26,Ceej,112.92,0.0,7.0
286,20060102,2006,1,Sarge,118.84,Lude,72.1,1.0,1.0
985,20060211,2006,2,Sarge,107.9,Schingen,107.14,1.0,2.0
997,20060311,2006,3,Sarge,85.9,Ost,106.32,0.0,2.0
299,20060411,2006,4,Sarge,75.96,Winks,69.92,1.0,3.0
311,20060511,2006,5,Sarge,84.12,Ceej,103.46,0.0,3.0
330,20060611,2006,6,Sarge,101.12,Benny,85.46,1.0,4.0
342,20060711,2006,7,Sarge,98.64,Rades,67.2,1.0,5.0
355,20060811,2006,8,Sarge,75.22,Strand,103.94,0.0,5.0
367,20060911,2006,9,Sarge,113.58,Frank,112.24,1.0,6.0
379,20061011,2006,10,Sarge,108.78,Faber,77.3,1.0,7.0
391,20061111,2006,11,Sarge,62.22,Gresh,80.4,0.0,7.0
403,20061202,2006,12,Sarge,115.14,Lude,96.58,1.0,8.0
416,20061311,2006,13,Sarge,82.36,Schingen,65.2,1.0,9.0
426,20061401,2006,14,Sarge,102.92,Gresh,131.26,0.0,9.0
430,20061501,2006,15,Sarge,64.56,Schingen,39.58,1.0,10.0
517,20070121,2007,1,Sarge,117.38,Rades,142.46,0.0,0.0
570,20070221,2007,2,Sarge,124.46,Schingen,110.26,1.0,1.0
579,20070302,2007,3,Sarge,97.64,Lude,118.44,0.0,1.0
1171,20070412,2007,4,Sarge,89.24,Ost,74.96,1.0,2.0
1185,20070522,2007,5,Sarge,89.5,Faber,61.72,1.0,3.0
604,20070631,2007,6,Sarge,116.92,Frank,74.46,1.0,4.0
664,20070731,2007,7,Sarge,116.46,Winks,106.08,1.0,5.0
673,20070831,2007,8,Sarge,123.04,Ceej,74.54,1.0,6.0
685,20070931,2007,9,Sarge,71.4,Gresh,119.02,0.0,6.0
697,20071031,2007,10,Sarge,82.74,Strand,82.34,1.0,7.0
709,20071131,2007,11,Sarge,125.02,Benny,87.8,1.0,8.0
727,20071221,2007,12,Sarge,81.2,Rades,92.82,0.0,8.0
739,20071321,2007,13,Sarge,83.98,Schingen,55.88,1.0,9.0
753,20071511,2007,15,Sarge,57.1,Rades,82.76,0.0,9.0
757,20071601,2007,16,Sarge,68.8,Winks,103.38,0.0,9.0
191,20080121,2008,1,Sarge,88.34,Gresh,93.38,0.0,0.0
815,20080221,2008,2,Sarge,86.8,Rades,103.44,0.0,0.0
1267,20080302,2008,3,Sarge,60.84,Lude,79.36,0.0,0.0
1281,20080412,2008,4,Sarge,115.14,Strand,83.4,1.0,1.0
825,20080522,2008,5,Sarge,78.54,Winks,85.9,0.0,1.0
838,20080631,2008,6,Sarge,64.72,Schingen,101.72,0.0,1.0
850,20080731,2008,7,Sarge,63.26,Ost,66.48,0.0,1.0
862,20080831,2008,8,Sarge,74.32,Faber,104.86,0.0,1.0
874,20080931,2008,9,Sarge,60.88,Benny,63.98,0.0,1.0
886,20081031,2008,10,Sarge,83.56,Frank,120.12,0.0,1.0
946,20081131,2008,11,Sarge,93.98,Ceej,96.4,0.0,1.0
956,20081221,2008,12,Sarge,70.64,Gresh,107.4,0.0,1.0
968,20081321,2008,13,Sarge,74.86,Rades,154.4,0.0,1.0
1067,20090151,2009,1,Sarge,62.72,Schingen,52.88,1.0,1.0
1079,20090251,2009,2,Sarge,77.02,Strand,60.8,1.0,2.0
1342,20090341,2009,3,Sarge,99.28,Ost,73.84,1.0,3.0
1354,20090441,2009,4,Sarge,88.6,Benny,71.2,1.0,4.0
1364,20090531,2009,5,Sarge,73.58,Gresh,84.7,0.0,4.0
1371,20090602,2009,6,Sarge,97.74,Lude,75.86,1.0,5.0
1385,20090712,2009,7,Sarge,80.74,Ceej,105.7,0.0,5.0
1098,20090822,2009,8,Sarge,60.76,Rades,103.82,0.0,5.0
1112,20090932,2009,9,Sarge,108.96,Faber,104.54,1.0,6.0
1126,20091042,2009,10,Sarge,152.2,Winks,71.76,1.0,7.0
1140,20091152,2009,11,Sarge,100.42,Frank,94.32,1.0,8.0
1151,20091251,2009,12,Sarge,89.8,Schingen,78.8,1.0,9.0
1163,20091351,2009,13,Sarge,123.12,Strand,120.62,1.0,10.0
1188,20091512,2009,15,Sarge,96.22,Ceej,113.92,0.0,10.0
1194,20091612,2009,16,Sarge,124.82,Winks,100.68,1.0,11.0
1296,20100151,2010,1,Sarge,81.92,Strand,100.84,0.0,0.0
1308,20100251,2010,2,Sarge,117.24,Frank,82.92,1.0,1.0
1400,20100341,2010,3,Sarge,79.54,Schingen,71.94,1.0,2.0
1412,20100441,2010,4,Sarge,64.6,Ost,113.78,0.0,2.0
1422,20100531,2010,5,Sarge,82.88,Gresh,82.42,1.0,3.0
1319,20100602,2010,6,Sarge,93.48,Faber,75.9,1.0,4.0
1333,20100712,2010,7,Sarge,96.94,Lude,95.04,1.0,5.0
1423,20100822,2010,8,Sarge,77.52,Ceej,131.5,0.0,5.0
1437,20100932,2010,9,Sarge,95.8,Winks,93.42,1.0,6.0
443,20101042,2010,10,Sarge,139.22,Benny,96.26,1.0,7.0
457,20101152,2010,11,Sarge,108.98,Rades,64.64,1.0,8.0
1456,20101251,2010,12,Sarge,84.54,Strand,107.88,0.0,8.0
1468,20101351,2010,13,Sarge,66.74,Frank,86.24,0.0,8.0
1471,20101402,2010,14,Sarge,81.18,Lude,108.24,0.0,8.0
1485,20101532,2010,15,Sarge,103.46,Benny,88.48,1.0,9.0
1581,20110141,2011,1,Sarge,82.56,Ceej,88.18,0.0,0.0
1593,20110241,2011,2,Sarge,108.68,Schingen,115.92,0.0,0.0
1597,20110331,2011,3,Sarge,81.72,Faber,93.44,0.0,0.0
1609,20110431,2011,4,Sarge,116.16,Benny,106.34,1.0,1.0
1616,20110502,2011,5,Sarge,92.66,Lude,107.06,0.0,1.0
1630,20110612,2011,6,Sarge,88.88,Gresh,79.0,1.0,2.0
1644,20110722,2011,7,Sarge,87.94,Strand,93.24,0.0,2.0
1658,20110832,2011,8,Sarge,124.3,Winks,88.62,1.0,3.0
1672,20110942,2011,9,Sarge,91.58,Ost,105.26,0.0,3.0
1684,20111051,2011,10,Sarge,87.98,Frank,73.14,1.0,4.0
1696,20111151,2011,11,Sarge,109.2,Rades,75.36,1.0,5.0
1706,20111241,2011,12,Sarge,85.72,Ceej,123.98,0.0,5.0
1718,20111341,2011,13,Sarge,84.06,Schingen,84.74,0.0,5.0
1736,20111531,2011,15,Sarge,79.06,Frank,76.88,1.0,6.0
1746,20111621,2011,16,Sarge,86.14,Rades,94.14,0.0,6.0
462,20120111,2012,1,Sarge,81.02,Schingen,111.48,0.0,0.0
473,20120202,2012,2,Sarge,81.22,Lude,97.44,0.0,0.0
1765,20120312,2012,3,Sarge,109.78,Strand,74.62,1.0,1.0
1754,20120421,2012,4,Sarge,142.2,Gresh,112.34,1.0,2.0
1775,20120521,2012,5,Sarge,74.84,Ost,79.24,0.0,2.0
1787,20120621,2012,6,Sarge,90.32,Ceej,89.36,1.0,3.0
1798,20120721,2012,7,Sarge,74.92,Frank,62.6,1.0,4.0
1810,20120821,2012,8,Sarge,85.56,Winks,87.12,0.0,4.0
1822,20120921,2012,9,Sarge,117.04,Faber,106.4,1.0,5.0
1834,20121021,2012,10,Sarge,114.04,Rades,106.58,1.0,6.0
1846,20121121,2012,11,Sarge,70.78,Benny,113.9,0.0,6.0
1856,20121211,2012,12,Sarge,109.24,Schingen,126.94,0.0,6.0
1867,20121302,2012,13,Sarge,127.38,Lude,74.92,1.0,7.0
1880,20121411,2012,14,Sarge,160.18,Ost,80.88,1.0,8.0
1890,20121521,2012,15,Sarge,83.14,Benny,84.66,0.0,8.0
1902,20121621,2012,16,Sarge,116.6,Schingen,112.52,1.0,9.0
527,20130102,2013,1,Sarge,75.7,Lude,100.6,0.0,0.0
1909,20130211,2013,2,Sarge,107.78,Strand,86.18,1.0,1.0
1921,20130311,2013,3,Sarge,65.48,Gresh,121.58,0.0,1.0
1933,20130411,2013,4,Sarge,93.92,Ost,109.74,0.0,1.0
1945,20130511,2013,5,Sarge,120.0,Winks,103.38,1.0,2.0
1957,20130611,2013,6,Sarge,88.88,Ceej,72.7,1.0,3.0
1969,20130711,2013,7,Sarge,95.8,Schingen,108.62,0.0,3.0
1981,20130811,2013,8,Sarge,111.56,Benny,86.98,1.0,4.0
1993,20130911,2013,9,Sarge,115.68,Rades,92.42,1.0,5.0
2005,20131011,2013,10,Sarge,77.78,Faber,66.3,1.0,6.0
2017,20131111,2013,11,Sarge,97.8,Frank,106.42,0.0,6.0
2028,20131202,2013,12,Sarge,74.46,Lude,106.96,0.0,6.0
2041,20131311,2013,13,Sarge,79.8,Strand,164.52,0.0,6.0
2061,20131511,2013,15,Sarge,103.54,Frank,117.22,0.0,6.0
2073,20131611,2013,16,Sarge,103.92,Ost,77.18,1.0,7.0
2092,20140122,2014,1,Sarge,81.42,Gresh,94.08,0.0,0.0
2106,20140232,2014,2,Sarge,88.58,Rades,111.54,0.0,0.0
2118,20140332,2014,3,Sarge,71.62,Ceej,81.12,0.0,0.0
1906,20140442,2014,4,Sarge,78.9,Benny,99.28,0.0,0.0
2143,20140542,2014,5,Sarge,129.34,Frank,63.86,1.0,1.0
2157,20140652,2014,6,Sarge,76.14,Winks,96.04,0.0,1.0
2168,20140751,2014,7,Sarge,94.88,Schingen,91.36,1.0,2.0
2180,20140851,2014,8,Sarge,141.44,Faber,94.56,1.0,3.0
2183,20140902,2014,9,Sarge,75.88,Lude,55.88,1.0,4.0
2197,20141012,2014,10,Sarge,81.68,Ost,55.78,1.0,5.0
2211,20141122,2014,11,Sarge,89.2,Strand,119.04,0.0,5.0
2223,20141222,2014,12,Sarge,107.1,Gresh,106.72,1.0,6.0
774,20141332,2014,13,Sarge,115.48,Rades,102.8,1.0,7.0
2243,20141552,2014,15,Sarge,99.5,Frank,82.48,1.0,8.0
2250,20141631,2014,16,Sarge,69.92,Faber,148.16,0.0,8.0
2284,20150142,2015,1,Sarge,100.1,Ost,102.12,0.0,0.0
2298,20150252,2015,2,Sarge,104.5,Winks,98.34,1.0,1.0
2309,20150351,2015,3,Sarge,105.18,Schingen,97.94,1.0,2.0
2321,20150451,2015,4,Sarge,90.74,Faber,119.42,0.0,2.0
2332,20150541,2015,5,Sarge,104.5,Rades,87.82,1.0,3.0
2344,20150641,2015,6,Sarge,96.98,Benny,121.96,0.0,3.0
2349,20150702,2015,7,Sarge,79.3,Lude,94.94,0.0,3.0
2363,20150812,2015,8,Sarge,97.2,Frank,128.12,0.0,3.0
2377,20150922,2015,9,Sarge,135.48,Strand,91.66,1.0,4.0
2391,20151032,2015,10,Sarge,102.86,Ceej,76.52,1.0,5.0
2405,20151142,2015,11,Sarge,82.54,Gresh,74.0,1.0,6.0
2417,20151242,2015,12,Sarge,75.62,Ost,111.28,0.0,6.0
2431,20151352,2015,13,Sarge,103.1,Winks,118.76,0.0,6.0
216,20151551,2015,15,Sarge,102.34,Rades,95.54,1.0,7.0
223,20151622,2015,16,Sarge,100.38,Ost,82.44,1.0,8.0
719,20160132,2016,1,Sarge,85.96,Ost,81.14,1.0,1.0
500,20160242,2016,2,Sarge,110.86,Rades,53.82,1.0,2.0
790,20160342,2016,3,Sarge,74.16,Gresh,71.1,1.0,3.0
1012,20160452,2016,4,Sarge,73.72,Winks,69.28,1.0,4.0
1023,20160551,2016,5,Sarge,124.44,Strand,109.18,1.0,5.0
1035,20160651,2016,6,Sarge,95.64,Faber,132.26,0.0,5.0
1045,20160741,2016,7,Sarge,83.08,Schingen,86.84,0.0,5.0
1050,20160802,2016,8,Sarge,105.9,Lude,80.2,1.0,6.0
1196,20160912,2016,9,Sarge,88.94,Benny,100.0,0.0,6.0
1210,20161022,2016,10,Sarge,109.24,Ceej,94.94,1.0,7.0
1224,20161132,2016,11,Sarge,94.2,Frank,100.5,0.0,7.0
1236,20161232,2016,12,Sarge,100.34,Ost,81.6,1.0,8.0
1250,20161342,2016,13,Sarge,49.86,Rades,72.76,0.0,8.0
1254,20161402,2016,14,Sarge,74.94,Lude,104.44,0.0,8.0
1515,20161551,2016,15,Sarge,58.12,Strand,65.8,0.0,8.0
2254,20170132,2017,1,Sarge,82.72,Ost,74.44,1.0,1.0
2265,20170251,2017,2,Sarge,76.18,Schingen,101.4,0.0,1.0
2268,20170302,2017,3,Sarge,87.72,Lude,93.82,0.0,1.0
236,20170432,2017,4,Sarge,93.28,Frank,109.82,0.0,1.0
244,20170512,2017,5,Sarge,118.84,Benny,73.62,1.0,2.0
52,20170652,2017,6,Sarge,102.44,Winks,91.3,1.0,3.0
60,20170732,2017,7,Sarge,102.16,Rades,62.84,1.0,4.0
1542,20170851,2017,8,Sarge,83.62,Faber,107.48,0.0,4.0
1554,20170951,2017,9,Sarge,100.36,Strand,69.18,1.0,5.0
105,20171042,2017,10,Sarge,62.84,Gresh,96.16,0.0,5.0
111,20171112,2017,11,Sarge,67.1,Ceej,70.86,0.0,5.0
127,20171232,2017,12,Sarge,58.06,Ost,94.86,0.0,5.0
1568,20171351,2017,13,Sarge,68.6,Schingen,70.32,0.0,5.0
2440,20171432,2017,14,Sarge,98.98,Winks,91.84,1.0,6.0
2448,20171532,2017,15,Sarge,105.28,Ost,101.6,1.0,7.0
2460,20171632,2017,16,Sarge,76.04,Gresh,67.86,1.0,8.0
259,20180112,2018,1,Sarge,104.12,Benny,97.4,1.0,1.0
278,20180251,2018,2,Sarge,116.74,Faber,86.22,1.0,2.0
2465,20180342,2018,3,Sarge,95.64,Ost,76.36,1.0,3.0
2476,20180442,2018,4,Sarge,113.88,Gresh,116.16,0.0,3.0
2490,20180552,2018,5,Sarge,119.1,Winks,137.72,0.0,3.0
889,20180622,2018,6,Sarge,95.38,Frank,92.58,1.0,4.0
897,20180702,2018,7,Sarge,118.96,Lude,67.56,1.0,5.0
2507,20180822,2018,8,Sarge,141.42,Ceej,85.84,1.0,6.0
2524,20180951,2018,9,Sarge,94.4,Schingen,92.86,1.0,7.0
2535,20181042,2018,10,Sarge,77.04,Rades,121.82,0.0,7.0
541,20181141,2018,11,Sarge,90.7,Strand,170.28,0.0,7.0
548,20181212,2018,12,Sarge,89.06,Benny,98.64,0.0,7.0
2544,20181351,2018,13,Sarge,97.4,Faber,69.06,1.0,8.0
2563,20181542,2018,15,Sarge,120.74,Rades,73.34,1.0,9.0
2573,20181632,2018,16,Sarge,89.64,Gresh,117.72,0.0,9.0
2580,20190131,2019,1,Sarge,127.52,Gresh,75.36,1.0,1.0
2592,20190231,2019,2,Sarge,90.12,Schingen,74.42,1.0,2.0
2602,20190321,2019,3,Sarge,70.46,Rades,88.96,0.0,2.0
2611,20190402,2019,4,Sarge,86.7,Lude,84.1,1.0,3.0
503,20190512,2019,5,Sarge,79.34,Ost,95.62,0.0,3.0
