"id","year","week","team","pts_for","opponent","pts_against"
20070342,2007,3,"Benny","112.7","Gresh","115.42"
20070351,2007,3,"Strand","71.38","Frank","114.6"
20070352,2007,3,"Frank","114.6","Strand","71.38"
20070401,2007,4,"Lude","61.82","Winks","97.76"
20070402,2007,4,"Winks","97.76","Lude","61.82"
20070411,2007,4,"Ost","74.96","Sarge","89.24"
20070412,2007,4,"Sarge","89.24","Ost","74.96"
20070421,2007,4,"Faber","93.62","Frank","72.46"
20070422,2007,4,"Frank","72.46","Faber","93.62"
20070431,2007,4,"Ceej","55.06","Schingen","63.04"
20070432,2007,4,"Schingen","63.04","Ceej","55.06"
20070441,2007,4,"Gresh","89.64","Rades","90.8"
20070442,2007,4,"Rades","90.8","Gresh","89.64"
20070451,2007,4,"Strand","73.86","Benny","62.52"
20070452,2007,4,"Benny","62.52","Strand","73.86"
20070501,2007,5,"Lude","39.84","Ceej","83.98"
20070502,2007,5,"Ceej","83.98","Lude","39.84"
20070511,2007,5,"Ost","69.58","Winks","80.76"
20070512,2007,5,"Winks","80.76","Ost","69.58"
20070521,2007,5,"Faber","61.72","Sarge","89.5"
20070522,2007,5,"Sarge","89.5","Faber","61.72"
20070531,2007,5,"Gresh","82.92","Schingen","98.1"
20070532,2007,5,"Schingen","98.1","Gresh","82.92"
20070541,2007,5,"Strand","75.94","Rades","107.24"
20070542,2007,5,"Rades","107.24","Strand","75.94"
20070551,2007,5,"Benny","51.58","Frank","79.94"
20070552,2007,5,"Frank","79.94","Benny","51.58"
20070601,2007,6,"Lude","67.72","Gresh","95.48"
20070602,2007,6,"Gresh","95.48","Lude","67.72"
20070611,2007,6,"Ost","100.96","Ceej","97.92"
20070612,2007,6,"Ceej","97.92","Ost","100.96"
20070621,2007,6,"Faber","56.34","Winks","126.66"
20070622,2007,6,"Winks","126.66","Faber","56.34"
20070631,2007,6,"Sarge","116.92","Frank","74.46"
20070632,2007,6,"Frank","74.46","Sarge","116.92"
20070641,2007,6,"Strand","94.4","Schingen","53.44"
20070642,2007,6,"Schingen","53.44","Strand","94.4"
20070651,2007,6,"Benny","51.3","Rades","131.92"
20070652,2007,6,"Rades","131.92","Benny","51.3"
20070701,2007,7,"Lude","116.98","Strand","86.34"
20070702,2007,7,"Strand","86.34","Lude","116.98"
20070711,2007,7,"Ost","97.24","Gresh","87.8"
20070712,2007,7,"Gresh","87.8","Ost","97.24"
20070721,2007,7,"Faber","76.66","Ceej","88.18"
20070722,2007,7,"Ceej","88.18","Faber","76.66"
20070731,2007,7,"Sarge","116.46","Winks","106.08"
20070732,2007,7,"Winks","106.08","Sarge","116.46"
20070741,2007,7,"Benny","72.86","Schingen","105.6"
20070742,2007,7,"Schingen","105.6","Benny","72.86"
20070751,2007,7,"Rades","84.24","Frank","113"
20070752,2007,7,"Frank","113","Rades","84.24"
20070801,2007,8,"Lude","80.42","Benny","95.44"
20070802,2007,8,"Benny","95.44","Lude","80.42"
20070811,2007,8,"Ost","93.78","Strand","88.6"
20070812,2007,8,"Strand","88.6","Ost","93.78"
20070821,2007,8,"Faber","82.4","Gresh","72.2"
20070822,2007,8,"Gresh","72.2","Faber","82.4"
20070831,2007,8,"Sarge","123.04","Ceej","74.54"
20070832,2007,8,"Ceej","74.54","Sarge","123.04"
20070841,2007,8,"Winks","80.02","Frank","72.7"
20070842,2007,8,"Frank","72.7","Winks","80.02"
20070851,2007,8,"Rades","100.56","Schingen","99.5"
20070852,2007,8,"Schingen","99.5","Rades","100.56"
20070901,2007,9,"Lude","110.98","Rades","65.1"
20070902,2007,9,"Rades","65.1","Lude","110.98"
20070911,2007,9,"Ost","122.94","Benny","109.2"
20070912,2007,9,"Benny","109.2","Ost","122.94"
20070921,2007,9,"Faber","95.3","Strand","89.24"
20070922,2007,9,"Strand","89.24","Faber","95.3"
20070931,2007,9,"Sarge","71.4","Gresh","119.02"
20070932,2007,9,"Gresh","119.02","Sarge","71.4"
20070941,2007,9,"Winks","107.68","Ceej","90.8"
20070942,2007,9,"Ceej","90.8","Winks","107.68"
20070951,2007,9,"Schingen","75.48","Frank","113.76"
20070952,2007,9,"Frank","113.76","Schingen","75.48"
20071001,2007,10,"Lude","79.24","Schingen","50.06"
20071002,2007,10,"Schingen","50.06","Lude","79.24"
20071011,2007,10,"Ost","84.98","Rades","93.34"
20071012,2007,10,"Rades","93.34","Ost","84.98"
20071021,2007,10,"Faber","89.82","Benny","105.28"
20071022,2007,10,"Benny","105.28","Faber","89.82"
20071031,2007,10,"Sarge","82.74","Strand","82.34"
20071032,2007,10,"Strand","82.34","Sarge","82.74"
20071041,2007,10,"Winks","81.88","Gresh","64.02"
20071042,2007,10,"Gresh","64.02","Winks","81.88"
20071051,2007,10,"Ceej","85.94","Frank","92.02"
20071052,2007,10,"Frank","92.02","Ceej","85.94"
20071101,2007,11,"Lude","128.56","Frank","116.9"
20071102,2007,11,"Frank","116.9","Lude","128.56"
20071111,2007,11,"Ost","55.4","Schingen","79.16"
20071112,2007,11,"Schingen","79.16","Ost","55.4"
20071121,2007,11,"Faber","71.82","Rades","87.22"
20071122,2007,11,"Rades","87.22","Faber","71.82"
20071131,2007,11,"Sarge","125.02","Benny","87.8"
20071132,2007,11,"Benny","87.8","Sarge","125.02"
20071141,2007,11,"Winks","114.02","Strand","74.66"
20071142,2007,11,"Strand","74.66","Winks","114.02"
20071151,2007,11,"Ceej","86.22","Gresh","87.02"
20071152,2007,11,"Gresh","87.02","Ceej","86.22"
20071201,2007,12,"Lude","107.76","Ost","56.56"
20071202,2007,12,"Ost","56.56","Lude","107.76"
20071211,2007,12,"Faber","106.08","Schingen","79.06"
20071212,2007,12,"Schingen","79.06","Faber","106.08"
20071221,2007,12,"Sarge","81.2","Rades","92.82"
20071222,2007,12,"Rades","92.82","Sarge","81.2"
20071231,2007,12,"Winks","127.8","Benny","97.8"
20071232,2007,12,"Benny","97.8","Winks","127.8"
20071241,2007,12,"Ceej","104.84","Strand","92.52"
20071242,2007,12,"Strand","92.52","Ceej","104.84"
20071251,2007,12,"Gresh","100.76","Frank","88.9"
20071252,2007,12,"Frank","88.9","Gresh","100.76"
20071301,2007,13,"Lude","94.4","Faber","102.12"
20071302,2007,13,"Faber","102.12","Lude","94.4"
20071311,2007,13,"Ost","121.92","Frank","97.76"
20071312,2007,13,"Frank","97.76","Ost","121.92"
20071321,2007,13,"Sarge","83.98","Schingen","55.88"
20071322,2007,13,"Schingen","55.88","Sarge","83.98"
20071331,2007,13,"Winks","85.96","Rades","99.66"
20071332,2007,13,"Rades","99.66","Winks","85.96"
20071341,2007,13,"Ceej","46.04","Benny","85.66"
20071342,2007,13,"Benny","85.66","Ceej","46.04"
20071351,2007,13,"Gresh","98.28","Strand","113.32"
20071352,2007,13,"Strand","113.32","Gresh","98.28"
20080101,2008,1,"Lude","44.26","Strand","55.66"
20080102,2008,1,"Strand","55.66","Lude","44.26"
20080111,2008,1,"Winks","94.3","Rades","89.44"
20080112,2008,1,"Rades","89.44","Winks","94.3"
20080121,2008,1,"Sarge","88.34","Gresh","93.38"
20080122,2008,1,"Gresh","93.38","Sarge","88.34"
20080131,2008,1,"Ost","119.62","Ceej","98.18"
20080132,2008,1,"Ceej","98.18","Ost","119.62"
20080141,2008,1,"Faber","75.48","Frank","57.8"
20080142,2008,1,"Frank","57.8","Faber","75.48"
20080151,2008,1,"Benny","82","Schingen","87.32"
20080152,2008,1,"Schingen","87.32","Benny","82"
20080201,2008,2,"Lude","60.26","Winks","95.66"
20080202,2008,2,"Winks","95.66","Lude","60.26"
20080211,2008,2,"Strand","77.84","Schingen","91.62"
20080212,2008,2,"Schingen","91.62","Strand","77.84"
20080221,2008,2,"Sarge","86.8","Rades","103.44"
20080222,2008,2,"Rades","103.44","Sarge","86.8"
20080231,2008,2,"Ost","76.94","Gresh","72.82"
20080232,2008,2,"Gresh","72.82","Ost","76.94"
20080241,2008,2,"Faber","83.46","Ceej","81.94"
20080242,2008,2,"Ceej","81.94","Faber","83.46"
20080251,2008,2,"Benny","163.9","Frank","88.78"
20080252,2008,2,"Frank","88.78","Benny","163.9"
20080301,2008,3,"Lude","79.36","Sarge","60.84"
20080302,2008,3,"Sarge","60.84","Lude","79.36"
20080311,2008,3,"Strand","97","Winks","114.34"
20080312,2008,3,"Winks","114.34","Strand","97"
20080321,2008,3,"Ost","120.14","Rades","65.84"
20080322,2008,3,"Rades","65.84","Ost","120.14"
20080331,2008,3,"Faber","68.84","Gresh","62.64"
20080332,2008,3,"Gresh","62.64","Faber","68.84"
20080341,2008,3,"Benny","95.66","Ceej","69.74"
20080342,2008,3,"Ceej","69.74","Benny","95.66"
20080351,2008,3,"Frank","77.1","Schingen","115.7"
20080352,2008,3,"Schingen","115.7","Frank","77.1"
20080401,2008,4,"Lude","83.78","Ost","127.06"
20080402,2008,4,"Ost","127.06","Lude","83.78"
20080411,2008,4,"Strand","83.4","Sarge","115.14"
20080412,2008,4,"Sarge","115.14","Strand","83.4"
20080421,2008,4,"Winks","84.62","Schingen","70.1"
20080422,2008,4,"Schingen","70.1","Winks","84.62"
20080431,2008,4,"Faber","68.64","Rades","69.18"
20080432,2008,4,"Rades","69.18","Faber","68.64"
20080441,2008,4,"Benny","103.34","Gresh","76.56"
20080442,2008,4,"Gresh","76.56","Benny","103.34"
20080451,2008,4,"Frank","82","Ceej","111.98"
20080452,2008,4,"Ceej","111.98","Frank","82"
20080501,2008,5,"Lude","103.32","Faber","81.06"
20080502,2008,5,"Faber","81.06","Lude","103.32"
20080511,2008,5,"Strand","99.46","Ost","81.4"
20080512,2008,5,"Ost","81.4","Strand","99.46"
20080521,2008,5,"Winks","85.9","Sarge","78.54"
20080522,2008,5,"Sarge","78.54","Winks","85.9"
20080531,2008,5,"Benny","76.08","Rades","94.54"
20080532,2008,5,"Rades","94.54","Benny","76.08"
20080541,2008,5,"Frank","54.84","Gresh","90.72"
20080542,2008,5,"Gresh","90.72","Frank","54.84"
20080551,2008,5,"Ceej","105.48","Schingen","110.22"
20080552,2008,5,"Schingen","110.22","Ceej","105.48"
20080601,2008,6,"Lude","95.54","Benny","78.98"
20080602,2008,6,"Benny","78.98","Lude","95.54"
20080611,2008,6,"Strand","144.64","Faber","70.1"
20080612,2008,6,"Faber","70.1","Strand","144.64"
20080621,2008,6,"Winks","104","Ost","85.46"
20080622,2008,6,"Ost","85.46","Winks","104"
20080631,2008,6,"Sarge","64.72","Schingen","101.72"
20080632,2008,6,"Schingen","101.72","Sarge","64.72"
20080641,2008,6,"Frank","73.84","Rades","93.34"
20080642,2008,6,"Rades","93.34","Frank","73.84"
20080651,2008,6,"Ceej","105.04","Gresh","39.48"
20080652,2008,6,"Gresh","39.48","Ceej","105.04"
20080701,2008,7,"Lude","101.44","Frank","94.54"
20080702,2008,7,"Frank","94.54","Lude","101.44"
20080711,2008,7,"Strand","68.82","Benny","78.82"
20080712,2008,7,"Benny","78.82","Strand","68.82"
20080721,2008,7,"Winks","66.74","Faber","123.54"
20080722,2008,7,"Faber","123.54","Winks","66.74"
20080731,2008,7,"Sarge","63.26","Ost","66.48"
20080732,2008,7,"Ost","66.48","Sarge","63.26"
20080741,2008,7,"Ceej","73.66","Rades","127.44"
20080742,2008,7,"Rades","127.44","Ceej","73.66"
20080751,2008,7,"Gresh","106.2","Schingen","88.94"
20080752,2008,7,"Schingen","88.94","Gresh","106.2"
20080801,2008,8,"Lude","63.48","Ceej","125.52"
20080802,2008,8,"Ceej","125.52","Lude","63.48"
20080811,2008,8,"Strand","81.14","Frank","91.54"
20080812,2008,8,"Frank","91.54","Strand","81.14"
20080821,2008,8,"Winks","84.76","Benny","53.56"
20080822,2008,8,"Benny","53.56","Winks","84.76"
20080831,2008,8,"Sarge","74.32","Faber","104.86"
20080832,2008,8,"Faber","104.86","Sarge","74.32"
20080841,2008,8,"Ost","97.2","Schingen","87.24"
20080842,2008,8,"Schingen","87.24","Ost","97.2"
20080851,2008,8,"Gresh","87.32","Rades","109.92"
20080852,2008,8,"Rades","109.92","Gresh","87.32"
20080901,2008,9,"Lude","64.06","Gresh","76.26"
20080902,2008,9,"Gresh","76.26","Lude","64.06"
20080911,2008,9,"Strand","70.76","Ceej","90.76"
20080912,2008,9,"Ceej","90.76","Strand","70.76"
20080921,2008,9,"Winks","104.72","Frank","93"
20080922,2008,9,"Frank","93","Winks","104.72"
20080931,2008,9,"Sarge","60.88","Benny","63.98"
20080932,2008,9,"Benny","63.98","Sarge","60.88"
20080941,2008,9,"Ost","84.56","Faber","48.8"
20080942,2008,9,"Faber","48.8","Ost","84.56"
20080951,2008,9,"Rades","117.26","Schingen","66.66"
20080952,2008,9,"Schingen","66.66","Rades","117.26"
20081001,2008,10,"Lude","59.2","Rades","91.96"
20081002,2008,10,"Rades","91.96","Lude","59.2"
20081011,2008,10,"Strand","58.84","Gresh","59.18"
20081012,2008,10,"Gresh","59.18","Strand","58.84"
20081021,2008,10,"Winks","132.58","Ceej","58.3"
20081022,2008,10,"Ceej","58.3","Winks","132.58"
20081031,2008,10,"Sarge","83.56","Frank","120.12"
20081032,2008,10,"Frank","120.12","Sarge","83.56"
20081041,2008,10,"Ost","97.42","Benny","97.08"
20081042,2008,10,"Benny","97.08","Ost","97.42"
20081051,2008,10,"Faber","86.2","Schingen","74.08"
20081052,2008,10,"Schingen","74.08","Faber","86.2"
20081101,2008,11,"Lude","93.72","Schingen","106.3"
20081102,2008,11,"Schingen","106.3","Lude","93.72"
20081111,2008,11,"Strand","63.96","Rades","101.56"
20081112,2008,11,"Rades","101.56","Strand","63.96"
20081121,2008,11,"Winks","69.74","Gresh","70.78"
20081122,2008,11,"Gresh","70.78","Winks","69.74"
20081131,2008,11,"Sarge","93.98","Ceej","96.4"
20081132,2008,11,"Ceej","96.4","Sarge","93.98"
20081141,2008,11,"Ost","100.5","Frank","63.02"
20081142,2008,11,"Frank","63.02","Ost","100.5"
20081151,2008,11,"Faber","55.42","Benny","63.54"
20081152,2008,11,"Benny","63.54","Faber","55.42"
20081201,2008,12,"Lude","91.32","Strand","111.82"
20081202,2008,12,"Strand","111.82","Lude","91.32"
20081211,2008,12,"Winks","111.42","Rades","100.2"
20081212,2008,12,"Rades","100.2","Winks","111.42"
20081221,2008,12,"Sarge","70.64","Gresh","107.4"
20081222,2008,12,"Gresh","107.4","Sarge","70.64"
20081231,2008,12,"Ost","118.7","Ceej","77.9"
20081232,2008,12,"Ceej","77.9","Ost","118.7"
20081241,2008,12,"Faber","61.72","Frank","115.34"
20081242,2008,12,"Frank","115.34","Faber","61.72"
20081251,2008,12,"Benny","67.76","Schingen","80.54"
20081252,2008,12,"Schingen","80.54","Benny","67.76"
20081301,2008,13,"Lude","58.76","Winks","99.04"
20081302,2008,13,"Winks","99.04","Lude","58.76"
20081311,2008,13,"Strand","69.26","Schingen","77.1"
20081312,2008,13,"Schingen","77.1","Strand","69.26"
20081321,2008,13,"Sarge","74.86","Rades","154.4"
20081322,2008,13,"Rades","154.4","Sarge","74.86"
20081331,2008,13,"Ost","68.58","Gresh","75.26"
20081332,2008,13,"Gresh","75.26","Ost","68.58"
20081341,2008,13,"Faber","85.06","Ceej","101.8"
20081342,2008,13,"Ceej","101.8","Faber","85.06"
20081351,2008,13,"Benny","63.58","Frank","125.54"
20081352,2008,13,"Frank","125.54","Benny","63.58"
20090101,2009,1,"Lude","98.92","Ceej","76.74"
20090102,2009,1,"Ceej","76.74","Lude","98.92"
20090111,2009,1,"Rades","63.54","Gresh","75.12"
20090112,2009,1,"Gresh","75.12","Rades","63.54"
20090121,2009,1,"Faber","123.86","Benny","97.62"
20090122,2009,1,"Benny","97.62","Faber","123.86"
20090131,2009,1,"Winks","93.66","Ost","92.42"
20090132,2009,1,"Ost","92.42","Winks","93.66"
20090141,2009,1,"Frank","112.86","Strand","92.98"
20090142,2009,1,"Strand","92.98","Frank","112.86"
20090151,2009,1,"Sarge","62.72","Schingen","52.88"
20090152,2009,1,"Schingen","52.88","Sarge","62.72"
20090201,2009,2,"Lude","115.08","Rades","90.02"
20090202,2009,2,"Rades","90.02","Lude","115.08"
20090211,2009,2,"Ceej","83.22","Schingen","107.4"
20090212,2009,2,"Schingen","107.4","Ceej","83.22"
20090221,2009,2,"Faber","72.44","Gresh","147.54"
20090222,2009,2,"Gresh","147.54","Faber","72.44"
20090231,2009,2,"Winks","104.9","Benny","74.44"
20090232,2009,2,"Benny","74.44","Winks","104.9"
20090241,2009,2,"Frank","85.2","Ost","99.14"
20090242,2009,2,"Ost","99.14","Frank","85.2"
20090251,2009,2,"Sarge","77.02","Strand","60.8"
20090252,2009,2,"Strand","60.8","Sarge","77.02"
20090301,2009,3,"Lude","75.5","Faber","89.46"
20090302,2009,3,"Faber","89.46","Lude","75.5"
20090311,2009,3,"Ceej","109.36","Rades","99.6"
20090312,2009,3,"Rades","99.6","Ceej","109.36"
20090321,2009,3,"Winks","87.24","Gresh","73.28"
20090322,2009,3,"Gresh","73.28","Winks","87.24"
20090331,2009,3,"Frank","119.86","Benny","61.38"
20090332,2009,3,"Benny","61.38","Frank","119.86"
20090341,2009,3,"Sarge","99.28","Ost","73.84"
20090342,2009,3,"Ost","73.84","Sarge","99.28"
20090351,2009,3,"Strand","77.62","Schingen","44.82"
20090352,2009,3,"Schingen","44.82","Strand","77.62"
20090401,2009,4,"Lude","60.3","Winks","98.24"
20090402,2009,4,"Winks","98.24","Lude","60.3"
20090411,2009,4,"Ceej","104.42","Faber","85.06"
20090412,2009,4,"Faber","85.06","Ceej","104.42"
20090421,2009,4,"Rades","61.86","Schingen","53.8"
20090422,2009,4,"Schingen","53.8","Rades","61.86"
20090431,2009,4,"Frank","87.48","Gresh","126.26"
20090432,2009,4,"Gresh","126.26","Frank","87.48"
20090441,2009,4,"Sarge","88.6","Benny","71.2"
20090442,2009,4,"Benny","71.2","Sarge","88.6"
20090451,2009,4,"Strand","81.16","Ost","88.58"
20090452,2009,4,"Ost","88.58","Strand","81.16"
20090501,2009,5,"Lude","124.24","Frank","121.96"
20090502,2009,5,"Frank","121.96","Lude","124.24"
20090511,2009,5,"Ceej","80.06","Winks","88.02"
20090512,2009,5,"Winks","88.02","Ceej","80.06"
20090521,2009,5,"Rades","79.04","Faber","75.9"
20090522,2009,5,"Faber","75.9","Rades","79.04"
20090531,2009,5,"Sarge","73.58","Gresh","84.7"
20090532,2009,5,"Gresh","84.7","Sarge","73.58"
20090541,2009,5,"Strand","86.44","Benny","83.82"
20090542,2009,5,"Benny","83.82","Strand","86.44"
20090551,2009,5,"Ost","80.68","Schingen","99.54"
20090552,2009,5,"Schingen","99.54","Ost","80.68"
20090601,2009,6,"Lude","75.86","Sarge","97.74"
20090602,2009,6,"Sarge","97.74","Lude","75.86"
20090611,2009,6,"Ceej","106.8","Frank","109.7"
20090612,2009,6,"Frank","109.7","Ceej","106.8"
20090621,2009,6,"Rades","97.28","Winks","100.36"
20090622,2009,6,"Winks","100.36","Rades","97.28"
20090631,2009,6,"Faber","91.02","Schingen","91.46"
20090632,2009,6,"Schingen","91.46","Faber","91.02"
20090641,2009,6,"Strand","135.9","Gresh","100.8"
20090642,2009,6,"Gresh","100.8","Strand","135.9"
20090651,2009,6,"Ost","82.68","Benny","91.16"
20090652,2009,6,"Benny","91.16","Ost","82.68"
20090701,2009,7,"Lude","112.64","Strand","111.52"
20090702,2009,7,"Strand","111.52","Lude","112.64"
20090711,2009,7,"Ceej","105.7","Sarge","80.74"
20090712,2009,7,"Sarge","80.74","Ceej","105.7"
20090721,2009,7,"Rades","118.26","Frank","61.22"
20090722,2009,7,"Frank","61.22","Rades","118.26"
20090731,2009,7,"Faber","118.04","Winks","126.54"
20090732,2009,7,"Winks","126.54","Faber","118.04"
20090741,2009,7,"Ost","98.7","Gresh","78.62"
20090742,2009,7,"Gresh","78.62","Ost","98.7"
20090751,2009,7,"Benny","75.52","Schingen","98.32"
20090752,2009,7,"Schingen","98.32","Benny","75.52"
20090801,2009,8,"Lude","123.94","Ost","93.58"
20090802,2009,8,"Ost","93.58","Lude","123.94"
20090811,2009,8,"Ceej","82.68","Strand","78.66"
20090812,2009,8,"Strand","78.66","Ceej","82.68"
20090821,2009,8,"Rades","103.82","Sarge","60.76"
20090822,2009,8,"Sarge","60.76","Rades","103.82"
20090831,2009,8,"Faber","70.08","Frank","100.26"
20090832,2009,8,"Frank","100.26","Faber","70.08"
20090841,2009,8,"Winks","94.1","Schingen","63.6"
20090842,2009,8,"Schingen","63.6","Winks","94.1"
20090851,2009,8,"Benny","62.02","Gresh","85.16"
20090852,2009,8,"Gresh","85.16","Benny","62.02"
20090901,2009,9,"Lude","114.48","Benny","69.3"
20090902,2009,9,"Benny","69.3","Lude","114.48"
20090911,2009,9,"Ceej","86.02","Ost","90.32"
20090912,2009,9,"Ost","90.32","Ceej","86.02"
20090921,2009,9,"Rades","81.24","Strand","66"
20090922,2009,9,"Strand","66","Rades","81.24"
20090931,2009,9,"Faber","104.54","Sarge","108.96"
20090932,2009,9,"Sarge","108.96","Faber","104.54"
20090941,2009,9,"Winks","84.62","Frank","79.9"
20090942,2009,9,"Frank","79.9","Winks","84.62"
20090951,2009,9,"Gresh","153.48","Schingen","78.76"
20090952,2009,9,"Schingen","78.76","Gresh","153.48"
20091001,2009,10,"Lude","60.94","Gresh","136.7"
20091002,2009,10,"Gresh","136.7","Lude","60.94"
20091011,2009,10,"Ceej","87.78","Benny","97.92"
20091012,2009,10,"Benny","97.92","Ceej","87.78"
20091021,2009,10,"Rades","108.62","Ost","81.16"
20091022,2009,10,"Ost","81.16","Rades","108.62"
20091031,2009,10,"Faber","80.56","Strand","75.6"
20091032,2009,10,"Strand","75.6","Faber","80.56"
20091041,2009,10,"Winks","71.76","Sarge","152.2"
20091042,2009,10,"Sarge","152.2","Winks","71.76"
20091051,2009,10,"Frank","101.26","Schingen","56.02"
20091052,2009,10,"Schingen","56.02","Frank","101.26"
20091101,2009,11,"Lude","76.32","Schingen","93.78"
20091102,2009,11,"Schingen","93.78","Lude","76.32"
20091111,2009,11,"Ceej","117.86","Gresh","113.2"
20091112,2009,11,"Gresh","113.2","Ceej","117.86"
20091121,2009,11,"Rades","97.7","Benny","70.58"
20091122,2009,11,"Benny","70.58","Rades","97.7"
20091131,2009,11,"Faber","82.56","Ost","72.02"
20091132,2009,11,"Ost","72.02","Faber","82.56"
20091141,2009,11,"Winks","120.92","Strand","86.64"
20091142,2009,11,"Strand","86.64","Winks","120.92"
20091151,2009,11,"Frank","94.32","Sarge","100.42"
20091152,2009,11,"Sarge","100.42","Frank","94.32"
20091201,2009,12,"Lude","82.86","Ceej","90.76"
20091202,2009,12,"Ceej","90.76","Lude","82.86"
20091211,2009,12,"Rades","105.76","Gresh","90.88"
20091212,2009,12,"Gresh","90.88","Rades","105.76"
20091221,2009,12,"Faber","82.72","Benny","122.84"
20091222,2009,12,"Benny","122.84","Faber","82.72"
20091231,2009,12,"Winks","118.08","Ost","105.6"
20091232,2009,12,"Ost","105.6","Winks","118.08"
20091241,2009,12,"Frank","72.7","Strand","83.98"
20091242,2009,12,"Strand","83.98","Frank","72.7"
20091251,2009,12,"Sarge","89.8","Schingen","78.8"
20091252,2009,12,"Schingen","78.8","Sarge","89.8"
20091301,2009,13,"Lude","97.38","Rades","86.88"
20091302,2009,13,"Rades","86.88","Lude","97.38"
20091311,2009,13,"Ceej","61.4","Schingen","54.6"
20091312,2009,13,"Schingen","54.6","Ceej","61.4"
20091321,2009,13,"Faber","124.22","Gresh","78.58"
20091322,2009,13,"Gresh","78.58","Faber","124.22"
20091331,2009,13,"Winks","100.5","Benny","115.26"
20091332,2009,13,"Benny","115.26","Winks","100.5"
20091341,2009,13,"Frank","81.6","Ost","112.22"
20091342,2009,13,"Ost","112.22","Frank","81.6"
20091351,2009,13,"Sarge","123.12","Strand","120.62"
20091352,2009,13,"Strand","120.62","Sarge","123.12"
20100101,2010,1,"Lude","61.76","Strand","82.02"
20100102,2010,1,"Strand","82.02","Lude","61.76"
20100111,2010,1,"Ost","82.82","Frank","71.82"
20100112,2010,1,"Frank","71.82","Ost","82.82"
20100121,2010,1,"Ceej","120.58","Gresh","128.82"
20100122,2010,1,"Gresh","128.82","Ceej","120.58"
20100131,2010,1,"Faber","83.78","Sarge","63.08"
20100132,2010,1,"Sarge","63.08","Faber","83.78"
20100141,2010,1,"Winks","72.08","Benny","88.02"
20100142,2010,1,"Benny","88.02","Winks","72.08"
20100151,2010,1,"Rades","81.92","Schingen","100.84"
20100152,2010,1,"Schingen","100.84","Rades","81.92"
20100201,2010,2,"Lude","77.36","Ost","47.26"
20100202,2010,2,"Ost","47.26","Lude","77.36"
20100211,2010,2,"Strand","101.16","Schingen","82.9"
20100212,2010,2,"Schingen","82.9","Strand","101.16"
20100221,2010,2,"Ceej","108.78","Frank","93.7"
20100222,2010,2,"Frank","93.7","Ceej","108.78"
20100231,2010,2,"Faber","76.56","Gresh","92.1"
20100232,2010,2,"Gresh","92.1","Faber","76.56"
20100241,2010,2,"Winks","84.96","Sarge","111.38"
20100242,2010,2,"Sarge","111.38","Winks","84.96"
20100251,2010,2,"Rades","117.24","Benny","82.92"
20100252,2010,2,"Benny","82.92","Rades","117.24"
20100301,2010,3,"Lude","112.64","Ceej","72.44"
20100302,2010,3,"Ceej","72.44","Lude","112.64"
20100311,2010,3,"Strand","96.9","Ost","115.58"
20100312,2010,3,"Ost","115.58","Strand","96.9"
20100321,2010,3,"Faber","89.1","Frank","65.24"
20100322,2010,3,"Frank","65.24","Faber","89.1"
20100331,2010,3,"Winks","84.86","Gresh","142.36"
20100332,2010,3,"Gresh","142.36","Winks","84.86"
20100341,2010,3,"Rades","79.54","Sarge","71.94"
20100342,2010,3,"Sarge","71.94","Rades","79.54"
20100351,2010,3,"Benny","131.18","Schingen","114.34"
20100352,2010,3,"Schingen","114.34","Benny","131.18"
20100401,2010,4,"Lude","66.16","Faber","85.1"
20100402,2010,4,"Faber","85.1","Lude","66.16"
20100411,2010,4,"Strand","148.34","Ceej","71.18"
20100412,2010,4,"Ceej","71.18","Strand","148.34"
20100421,2010,4,"Ost","48.04","Schingen","93.54"
20100422,2010,4,"Schingen","93.54","Ost","48.04"
20100431,2010,4,"Winks","90","Frank","80.54"
20100432,2010,4,"Frank","80.54","Winks","90"
20100441,2010,4,"Rades","64.6","Gresh","113.78"
20100442,2010,4,"Gresh","113.78","Rades","64.6"
20100451,2010,4,"Benny","56.22","Sarge","78.68"
20100452,2010,4,"Sarge","78.68","Benny","56.22"
20100501,2010,5,"Lude","78.78","Winks","96.04"
20100502,2010,5,"Winks","96.04","Lude","78.78"
20100511,2010,5,"Strand","98.54","Faber","129.36"
20100512,2010,5,"Faber","129.36","Strand","98.54"
20100521,2010,5,"Ost","107.44","Ceej","89.5"
20100522,2010,5,"Ceej","89.5","Ost","107.44"
20100531,2010,5,"Rades","82.88","Frank","82.42"
20100532,2010,5,"Frank","82.42","Rades","82.88"
20100541,2010,5,"Benny","66.66","Gresh","92.26"
20100542,2010,5,"Gresh","92.26","Benny","66.66"
20100551,2010,5,"Sarge","92.64","Schingen","113.46"
20100552,2010,5,"Schingen","113.46","Sarge","92.64"
20100601,2010,6,"Lude","75.9","Rades","93.48"
20100602,2010,6,"Rades","93.48","Lude","75.9"
20100611,2010,6,"Strand","63.66","Winks","124"
20100612,2010,6,"Winks","124","Strand","63.66"
20100621,2010,6,"Ost","123.5","Faber","72.52"
20100622,2010,6,"Faber","72.52","Ost","123.5"
20100631,2010,6,"Ceej","82","Schingen","77.06"
20100632,2010,6,"Schingen","77.06","Ceej","82"
20100641,2010,6,"Benny","101.68","Frank","84.52"
20100642,2010,6,"Frank","84.52","Benny","101.68"
20100651,2010,6,"Sarge","94.5","Gresh","105.78"
